,ID,Title,Year,Rating,Genres,Director,Top_Cast_Member,Revenue,Production_Companies
0,637,Life Is Beautiful,1997,8.5,"['Comedy', 'Drama']",Roberto Benigni,Roberto Benigni,230098753,"['Mario e Vittorio Cecchi Gori - C.E.I.A.D.', 'Melampo Cinematografica']"
1,128,Princess Mononoke,1997,8.3,"['Adventure', 'Fantasy', 'Animation']",Hayao Miyazaki,Youji Matsuda,169000000,"['Studio Ghibli', 'Nibariki', 'dentsu Music And Entertainment', 'TNDG', 'Tokuma Shoten', 'Nippon Television Network Corporation', 'dentsu']"
2,18491,Neon Genesis Evangelion: The End of Evangelion,1997,8.3,"['Animation', 'Science Fiction', 'Action', 'Drama']",Hideaki Anno,Megumi Ogata,20000000,"['GAINAX', 'movic', 'Star Child Recording', 'TV Tokyo', 'Production I.G', 'KADOKAWA Shoten', 'Toei Company', 'SEGA']"
3,489,Good Will Hunting,1997,8.1,['Drama'],Gus Van Sant,Matt Damon,225900000,"['Miramax', 'Lawrence Bender Productions', 'Be Gentlemen Limited Partnership']"
4,38286,Three Men and a Leg,1997,8.0,['Comedy'],Massimo Venier,Aldo Baglio,0,"['Rodeo Drive', 'A.Gi.Di.', 'Medusa Film']"
5,21334,Children of Heaven,1997,7.9,"['Drama', 'Family']",Majid Majidi,Reza Naji,925402,"['Kanoon', 'Miramax']"
6,597,Titanic,1997,7.9,"['Drama', 'Romance']",James Cameron,Leonardo DiCaprio,2264162353,"['Paramount', '20th Century Fox', 'Lightstorm Entertainment']"
7,2118,L.A. Confidential,1997,7.8,"['Crime', 'Mystery', 'Thriller']",Curtis Hanson,Russell Crowe,126200000,"['Regency Enterprises', 'Warner Bros. Pictures', 'The Wolper Organization']"
8,16052,Selena,1997,7.7,"['Drama', 'Music', 'History']",Gregory Nava,Jennifer Lopez,60000000,"['Esparza / Katz Productions', 'Q Productions']"
9,5910,Fireworks,1997,7.7,"['Crime', 'Drama']",Takeshi Kitano,Takeshi Kitano,0,"['Bandai Visual', 'Office Kitano', 'TV Tokyo', 'Tokyo FM']"
10,13929,Geri's Game,1997,7.7,"['Animation', 'Family']",Jan Pinkava,Bob Peterson,0,"['Pixar', 'Walt Disney Pictures']"
11,30020,Taste of Cherry,1997,7.6,['Drama'],Abbas Kiarostami,Homayoun Ershadi,0,"['Kanoon', 'Abbas Kiarostami Productions', 'CiBy 2000']"
12,4995,Boogie Nights,1997,7.6,['Drama'],Paul Thomas Anderson,Mark Wahlberg,43101594,"['New Line Cinema', 'Lawrence Gordon Productions']"
13,9444,Anastasia,1997,7.6,"['Animation', 'Family', 'Fantasy', 'Adventure']",Gary Goldman,Meg Ryan,139804348,"['Fox Animation Studios', 'Fox Family Films', 'The Big Gun Project', 'Little Wolf Entertainment', '20th Century Fox']"
14,18329,Happy Together,1997,7.6,"['Drama', 'Romance']",Wong Kar-wai,Leslie Cheung,5000000,"['Jet Tone Production', 'Block 2 Pictures', 'Prénom H Co. Ltd.']"
15,638,Lost Highway,1997,7.6,"['Drama', 'Thriller', 'Mystery']",David Lynch,Bill Pullman,3756869,"['CiBy 2000', 'October Films', 'Asymmetrical Productions', 'Lost Highway Productions']"
16,2649,The Game,1997,7.6,"['Drama', 'Thriller', 'Mystery']",David Fincher,Michael Douglas,109423648,"['PolyGram Filmed Entertainment', 'Propaganda Films']"
17,782,Gattaca,1997,7.6,"['Thriller', 'Science Fiction', 'Mystery', 'Romance']",Andrew Niccol,Ethan Hawke,12532777,"['Jersey Films', 'Columbia Pictures']"
18,9366,Donnie Brasco,1997,7.5,"['Crime', 'Drama', 'Thriller']",Mike Newell,Johnny Depp,124909762,"['Phoenix Pictures', 'Mark Johnson Productions', 'Baltimore Pictures', 'TriStar Pictures', 'Mandalay Pictures']"
19,18,The Fifth Element,1997,7.5,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']",Luc Besson,Bruce Willis,263920180,"['Gaumont', 'Buena Vista International']"
20,73,American History X,1998,8.4,['Drama'],Tony Kaye,Edward Norton,23875127,"['New Line Cinema', 'Savoy Pictures', 'The Turman-Morrissey Company']"
21,10494,Perfect Blue,1998,8.3,"['Animation', 'Thriller']",Satoshi Kon,Junko Iwao,112536,"['Madhouse', 'Rex Entertainment', 'Kotobuki Seihan Printing', 'Asahi Broadcasting Corporation', 'Fangs Co.']"
22,10376,The Legend of 1900,1998,8.3,"['Drama', 'Music']",Giuseppe Tornatore,Tim Roth,21057208,"['Medusa Film', 'Sciarlò']"
23,857,Saving Private Ryan,1998,8.2,"['Drama', 'History', 'War']",Steven Spielberg,Tom Hanks,481840909,"['DreamWorks Pictures', 'Paramount', 'Amblin Entertainment', 'Mutual Film Company']"
24,666,Central Station,1998,8.1,['Drama'],Walter Salles,Fernanda Montenegro,5596708,"['MACT Productions', 'Videofilms', 'Riofilm']"
25,37165,The Truman Show,1998,8.1,"['Comedy', 'Drama']",Peter Weir,Jim Carrey,264118201,"['Paramount', 'Scott Rudin Productions']"
26,100,"Lock, Stock and Two Smoking Barrels",1998,8.1,"['Comedy', 'Crime']",Guy Ritchie,Jason Flemyng,28356188,"['Summit Entertainment', 'The Steve Tisch Company', 'SKA Films', 'PolyGram Filmed Entertainment', 'HandMade Films']"
27,10674,Mulan,1998,7.9,"['Animation', 'Family', 'Adventure']",Tony Bancroft,Ming-Na Wen,304320254,"['Walt Disney Pictures', 'Walt Disney Feature Animation']"
28,115,The Big Lebowski,1998,7.8,"['Comedy', 'Crime']",Joel Coen,Jeff Bridges,47010480,"['PolyGram Filmed Entertainment', 'Working Title Films']"
29,9421,The Dinner Game,1998,7.8,['Comedy'],Francis Veber,Jacques Villeret,78599508,"['Gaumont', 'EFVE', 'TPS Cinéma', 'TF1 Films Production']"
30,309,The Celebration,1998,7.7,['Drama'],Thomas Vinterberg,Ulrich Thomsen,0,"['DR', 'SVT', 'Nimbus Film']"
31,1075,"Black Cat, White Cat",1998,7.7,"['Comedy', 'Romance', 'Crime']",Emir Kusturica,Bajram Severdzan,0,"['CiBy 2000', 'Pandora Film', 'Komuna']"
32,49992,Lucky and Zorba,1998,7.7,"['Family', 'Animation']",Enzo D'Alò,Carlo Verdone,0,['Cecchi Gori Group Tiger Cinematografica']
33,38396,That's Life,1998,7.5,['Comedy'],Massimo Venier,Aldo Baglio,0,"['Medusa Film', 'A.Gi.Di.', 'Kubla Khan', 'Rodeo Drive']"
34,10683,Happiness,1998,7.5,"['Comedy', 'Drama']",Todd Solondz,Jane Adams,2807390,"['Good Machine', 'Killer Films']"
35,8741,The Thin Red Line,1998,7.4,"['Drama', 'History', 'War']",Terrence Malick,Sean Penn,98126565,"['Fox 2000 Pictures', 'Phoenix Pictures', 'Pioneer LDC', 'George Stevens Jr. Productions', 'Geisler-Roberdeau Productions']"
36,11545,Rushmore,1998,7.4,"['Comedy', 'Drama']",Wes Anderson,Jason Schwartzman,17096053,"['Touchstone Pictures', 'American Empirical Pictures']"
37,9454,EverAfter,1998,7.4,"['Drama', 'Romance', 'Comedy']",Andy Tennant,Drew Barrymore,65700000,"['20th Century Fox', 'Fox Family Films']"
38,2666,Dark City,1998,7.3,"['Mystery', 'Science Fiction']",Alex Proyas,Rufus Sewell,27200316,"['New Line Cinema', 'Mystery Clock Cinema']"
39,104,Run Lola Run,1998,7.3,"['Action', 'Drama', 'Thriller']",Tom Tykwer,Franka Potente,7267585,"['X Filme Creative Pool', 'WDR']"
40,497,The Green Mile,1999,8.5,"['Fantasy', 'Drama', 'Crime']",Frank Darabont,Tom Hanks,286801374,"['Warner Bros. Pictures', 'Universal Pictures', 'PolyGram Filmed Entertainment', 'Castle Rock Entertainment', 'Darkwoods Productions']"
41,550,Fight Club,1999,8.4,['Drama'],David Fincher,Edward Norton,100853753,"['Fox 2000 Pictures', 'Regency Enterprises', 'The Linson Company', '20th Century Fox', 'Taurus Film']"
42,603,The Matrix,1999,8.2,"['Action', 'Science Fiction']",Lilly Wachowski,Keanu Reeves,463517383,"['Village Roadshow Pictures', 'Groucho II Film Partnership', 'Silver Pictures', 'Warner Bros. Pictures']"
43,14,American Beauty,1999,8.0,['Drama'],Sam Mendes,Kevin Spacey,356296601,"['DreamWorks Pictures', 'Jinks/Cohen Company']"
44,745,The Sixth Sense,1999,7.9,"['Mystery', 'Thriller', 'Drama']",M. Night Shyamalan,Bruce Willis,672800000,"['Spyglass Entertainment', 'The Kennedy/Marshall Company', 'Hollywood Pictures', 'Barry Mendel Productions']"
45,10386,The Iron Giant,1999,7.9,"['Family', 'Animation', 'Science Fiction', 'Drama']",Brad Bird,Vin Diesel,23159305,['Warner Bros. Feature Animation']
46,334,Magnolia,1999,7.7,['Drama'],Paul Thomas Anderson,Philip Baker Hall,48451803,"['Ghoulardi Film Company', 'New Line Cinema', 'JoAnne Sellar Productions']"
47,404,The Straight Story,1999,7.7,['Drama'],David Lynch,Richard Farnsworth,6200000,"['Walt Disney Pictures', 'Asymmetrical Productions', 'Les Films Alain Sarde', 'StudioCanal', 'The Picture Factory', 'The Straight Story, Inc', 'Canal+', 'CiBy 2000', 'Film4 Productions']"
48,99,All About My Mother,1999,7.7,"['Comedy', 'Drama']",Pedro Almodóvar,Cecilia Roth,67872296,"['Renn Productions', 'France 2 Cinéma', 'El Deseo', 'Vía Digital', 'Canal+']"
49,13466,October Sky,1999,7.6,"['Drama', 'Family']",Joe Johnston,Laura Dern,34698685,['Universal Pictures']
50,863,Toy Story 2,1999,7.6,"['Animation', 'Comedy', 'Family']",John Lasseter,Tom Hanks,497366869,['Pixar']
51,4951,10 Things I Hate About You,1999,7.6,"['Comedy', 'Romance', 'Drama']",Gil Junger,Heath Ledger,53478166,"['Mad Chance', 'Jaret Entertainment']"
52,3558,"Girl, Interrupted",1999,7.6,['Drama'],James Mangold,Winona Ryder,48350205,"['Red Wagon Entertainment', '3 Arts Entertainment', 'Global Medien KG', 'Columbia Pictures']"
53,345,Eyes Wide Shut,1999,7.5,"['Drama', 'Thriller', 'Mystery']",Stanley Kubrick,Tom Cruise,162100000,"['Stanley Kubrick Productions', 'Hobby Films', 'Warner Bros. Pictures', 'Pole Star']"
54,9008,The Insider,1999,7.5,"['Drama', 'Thriller']",Michael Mann,Al Pacino,60300000,"['Touchstone Pictures', 'Forward Pass', 'Mann/Roth Productions', 'Spyglass Entertainment']"
55,226,Boys Don't Cry,1999,7.4,"['Crime', 'Drama']",Kimberly Peirce,Hilary Swank,11540607,"['IFC Films', 'Fox Searchlight Pictures', 'The Independent Film Channel Productions', 'Killer Films', 'Hart-Sharp Entertainment']"
56,10400,The Hurricane,1999,7.4,['Drama'],Norman Jewison,Denzel Washington,73956241,"['Universal Pictures', 'Azoff Entertainment', 'Beacon Communications', 'Beacon Pictures', 'Buena Vista International', 'Touchstone Pictures']"
57,492,Being John Malkovich,1999,7.4,"['Comedy', 'Drama', 'Fantasy']",Spike Jonze,John Cusack,22863596,"['Universal Pictures', 'PolyGram Filmed Entertainment', 'Propaganda Films', 'Single Cell Pictures']"
58,37135,Tarzan,1999,7.4,"['Family', 'Adventure', 'Animation', 'Drama']",Kevin Lima,Tony Goldwyn,448200000,"['Walt Disney Pictures', 'Edgar Rice Burroughs Inc.', 'Walt Disney Feature Animation']"
59,1542,Office Space,1999,7.4,['Comedy'],Mike Judge,Ron Livingston,12827813,['20th Century Fox']
60,40096,A Dog's Will,2000,8.4,"['Comedy', 'Drama', 'Fantasy']",Guel Arraes,Matheus Nachtergaele,4903192,"['Lereby Produções', 'Globo Filmes']"
61,98,Gladiator,2000,8.2,"['Action', 'Drama', 'Adventure']",Ridley Scott,Russell Crowe,465361176,"['Universal Pictures', 'Scott Free Productions', 'Red Wagon Entertainment', 'Mill Film', 'C & L', 'Dawliz', 'DreamWorks Pictures']"
62,77,Memento,2000,8.2,"['Mystery', 'Thriller']",Christopher Nolan,Guy Pearce,39700000,"['Summit Entertainment', 'Newmarket Capital Group', 'Team Todd', 'I Remember Productions']"
63,843,In the Mood for Love,2000,8.1,"['Drama', 'Romance']",Wong Kar-wai,Tony Leung Chiu-wai,14204632,"['Block 2 Pictures', 'Orly Films', 'Jet Tone Films', 'Paradis Films', 'Fortissimo Films']"
64,641,Requiem for a Dream,2000,8.0,"['Crime', 'Drama']",Darren Aronofsky,Ellen Burstyn,7400000,"['Artisan Entertainment', 'Thousand Words', 'Protozoa Pictures']"
65,16,Dancer in the Dark,2000,7.9,"['Drama', 'Crime']",Lars von Trier,Björk,40031879,"['Lantia Cinema & Audiovisivi', 'Fine Line Features', 'Zentropa Entertainments', 'DR', 'SVT Drama', 'ARTE', 'Memfis Film', 'France 3 Cinéma', 'Angel films', 'YLE', 'Blind Spot Pictures', 'Liberator Productions', 'Íslenska kvikmyndasamsteypan', 'Pain Unlimited GmbH Filmproduktion', 'Trust Film Svenska', 'Cinematograph A/S', 'What Else? B.V', 'Filmek A/S', 'Film4 Productions', 'Canal+', 'ARTE France Cinéma', 'Film i Väst', 'TV 1000 Sverige', 'WDR', 'Constantin Film', 'VPRO']"
66,2440,Joint Security Area,2000,7.9,"['War', 'Drama', 'Thriller', 'Action']",Park Chan-wook,Lee Young-ae,0,"['CJ Entertainment', 'Intz.com', 'KTB Network', 'Myung Films']"
67,29458,One Hundred Steps,2000,7.8,"['Drama', 'History']",Marco Tullio Giordana,Luigi Lo Cascio,1805884,"['Titti Film', 'TELE+', 'RAI Cinema']"
68,107,Snatch,2000,7.8,"['Crime', 'Comedy']",Guy Ritchie,Jason Statham,83557872,"['SKA Films', 'Columbia Pictures', 'Screen Gems']"
69,18079,Nine Queens,2000,7.8,"['Crime', 'Thriller']",Fabián Bielinsky,Ricardo Darín,12413888,"['Naya Films S.A.', 'Patagonik', 'FX Sound', 'Industrias Audiovisuales Argentinas S.A.', 'J.Z. & Asociados', 'Kodak Argentina S.A.', 'INCAA']"
70,8358,Cast Away,2000,7.7,"['Adventure', 'Drama']",Robert Zemeckis,Tom Hanks,429632142,"['20th Century Fox', 'DreamWorks Pictures', 'ImageMovers', 'Playtone']"
71,50531,Ask Me If I Am Happy,2000,7.7,['Comedy'],Massimo Venier,Aldo Baglio,0,"['Medusa Film', 'A.Gi.Di.', 'Kubla Khan']"
72,55,Amores Perros,2000,7.6,"['Drama', 'Thriller']",Alejandro González Iñárritu,Gael García Bernal,20908467,"['Altavista Films', 'Zeta Film']"
73,10637,Remember the Titans,2000,7.6,['Drama'],Boaz Yakin,Denzel Washington,136700000,"['Jerry Bruckheimer Films', 'Run It Up Productions Inc.', 'Technical Black', 'Walt Disney Pictures']"
74,71,Billy Elliot,2000,7.6,"['Drama', 'Comedy', 'Music']",Stephen Daldry,Jamie Bell,109280263,"['StudioCanal', 'BBC Film', 'Tiger Aspect', 'Arts Council of England', 'Working Title Films', 'WT2 Productions', 'Focus Features', 'Universal Pictures']"
75,11688,The Emperor's New Groove,2000,7.5,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Mark Dindal,David Spade,169327687,"['Walt Disney Pictures', 'Walt Disney Feature Animation']"
76,15999,Vampire Hunter D: Bloodlust,2000,7.5,"['Animation', 'Fantasy', 'Horror', 'Action']",Yoshiaki Kawajiri,Hideyuki Tanaka,151086,"['Madhouse', 'Goodhill Vision']"
77,786,Almost Famous,2000,7.5,"['Drama', 'Music']",Cameron Crowe,Patrick Fugit,47386287,"['DreamWorks Pictures', 'Columbia Pictures', 'Vinyl Films']"
78,13930,For the Birds,2000,7.5,"['Animation', 'Family', 'Comedy']",Ralph Eggleston,Ralph Eggleston,0,['Pixar']
79,11978,Men of Honor,2000,7.5,['Drama'],George Tillman Jr.,Robert De Niro,82300000,['Fox 2000 Pictures']
80,129,Spirited Away,2001,8.5,"['Animation', 'Family', 'Fantasy']",Hayao Miyazaki,Rumi Hiiragi,274925095,['Studio Ghibli']
81,120,The Lord of the Rings: The Fellowship of the Ring,2001,8.4,"['Adventure', 'Fantasy', 'Action']",Peter Jackson,Elijah Wood,871368364,"['New Line Cinema', 'WingNut Films', 'The Saul Zaentz Company']"
82,671,Harry Potter and the Philosopher's Stone,2001,7.9,"['Adventure', 'Fantasy']",Chris Columbus,Daniel Radcliffe,976475550,"['Warner Bros. Pictures', 'Heyday Films', '1492 Pictures']"
83,194,Amélie,2001,7.9,"['Comedy', 'Romance']",Jean-Pierre Jeunet,Audrey Tautou,173921954,"['France 3 Cinéma', 'Claudie Ossard Productions', 'MMC Independent', 'Tapioca Films', 'Sofica Sofinergie 5', 'Victoires Productions', 'Canal+', 'Filmstiftung Nordrhein-Westfalen', 'Union Générale Cinématographique (UGC)']"
84,453,A Beautiful Mind,2001,7.9,"['Drama', 'Romance']",Ron Howard,Russell Crowe,316800000,"['Universal Pictures', 'DreamWorks Pictures', 'Imagine Entertainment', 'Brian Grazer Productions']"
85,585,"Monsters, Inc.",2001,7.8,"['Animation', 'Comedy', 'Family']",Pete Docter,John Goodman,579707738,['Pixar']
86,1018,Mulholland Drive,2001,7.8,"['Thriller', 'Drama', 'Mystery']",David Lynch,Naomi Watts,20271129,"['Asymmetrical Productions', 'Les Films Alain Sarde', 'Babbo Inc.', 'The Picture Factory', 'Canal+', 'StudioCanal']"
87,141,Donnie Darko,2001,7.8,"['Fantasy', 'Drama', 'Mystery']",Richard Kelly,Jake Gyllenhaal,7500000,"['Flower Films', 'Gaylord Films', 'Adam Fields Productions', 'Pandora Cinema']"
88,10757,Kabhi Khushi Kabhie Gham,2001,7.7,"['Comedy', 'Drama']",Karan Johar,Shah Rukh Khan,0,"['Dharma Productions', 'Yash Raj Films', 'British Film Commission', 'K3G Films Limited']"
89,808,Shrek,2001,7.7,"['Animation', 'Comedy', 'Fantasy', 'Adventure', 'Family']",Andrew Adamson,Mike Myers,487900000,"['DreamWorks Pictures', 'Pacific Data Images', 'DreamWorks Animation']"
90,11299,Cowboy Bebop: The Movie,2001,7.7,"['Action', 'Animation', 'Science Fiction']",Shinichiro Watanabe,Koichi Yamadera,0,"['TriStar Pictures', 'Bandai Visual', 'Destination Films', 'SUNRISE', 'Emotion', 'BONES']"
91,13151,Scooby-Doo on Zombie Island,2001,7.7,"['Animation', 'Mystery', 'Family', 'Horror']",Jim Stenstrum,B.J. Ward,0,"['Hanna-Barbera Productions', 'Warner Bros. Family Entertainment']"
92,1933,The Others,2001,7.6,"['Horror', 'Mystery', 'Thriller']",Alejandro Amenábar,Nicole Kidman,209947037,"['Cruise/Wagner Productions', 'Sogecine', 'Las Producciones del Escorpion', 'Dimension Films', 'StudioCanal', 'Canal+ Spain']"
93,824,Moulin Rouge!,2001,7.6,"['Drama', 'Romance', 'Music']",Baz Luhrmann,Nicole Kidman,179213434,"['20th Century Fox', 'Bazmark']"
94,10950,I Am Sam,2001,7.6,['Drama'],Jessie Nelson,Sean Penn,92542418,"['New Line Cinema', 'Bedford Falls Productions', 'Red Fish, Blue Fish Films']"
95,10778,The Man Who Wasn't There,2001,7.5,"['Crime', 'Drama']",Joel Coen,Billy Bob Thornton,0,"['Good Machine', 'Mike Zoss Productions', 'Working Title Films', 'USA Films']"
96,11178,My Sassy Girl,2001,7.5,"['Drama', 'Comedy', 'Romance']",Kwak Jae-yong,Jun Ji-hyun,0,['Shin Cine Communications']
97,2034,Training Day,2001,7.5,"['Action', 'Crime', 'Drama']",Antoine Fuqua,Denzel Washington,104900000,"['WV Films II', 'Village Roadshow Pictures', 'NPV Entertainment', 'Outlaw Productions', 'Warner Bros. Pictures']"
98,9428,The Royal Tenenbaums,2001,7.5,"['Comedy', 'Drama']",Wes Anderson,Gene Hackman,71441250,"['Touchstone Pictures', 'American Empirical Pictures']"
99,9081,Waking Life,2001,7.5,"['Animation', 'Drama', 'Fantasy']",Richard Linklater,Ethan Hawke,3176880,"['Line Research', 'Fox Searchlight Pictures', 'Thousand Words', 'Flat Black Films', 'Detour Filmproduction', 'Independent Film Channel']"
100,598,City of God,2002,8.4,"['Drama', 'Crime']",Fernando Meirelles,Alexandre Rodrigues,30641770,"['O2 Filmes', 'VideoFilmes', 'Wild Bunch', 'Hank Levine Film', 'Globo Filmes', 'Lumière', 'Lei do Audiovisual Ministério da Cultura Audiovisual']"
101,121,The Lord of the Rings: The Two Towers,2002,8.4,"['Adventure', 'Fantasy', 'Action']",Peter Jackson,Elijah Wood,926287400,"['New Line Cinema', 'WingNut Films', 'The Saul Zaentz Company']"
102,423,The Pianist,2002,8.4,"['Drama', 'War']",Roman Polanski,Adrien Brody,120100000,"['Canal+ Polska', 'Bac Films', 'Heritage Films', 'Studio Babelsberg', 'Agencja Produkcji Filmowej', 'FFF Bayern', 'Filmboard Berlin-Brandenburg (FBB)', 'R.P. Productions', 'StudioCanal', 'Canal+', 'TVP', 'Runteam', 'FFA']"
103,640,Catch Me If You Can,2002,8.0,"['Drama', 'Crime']",Steven Spielberg,Leonardo DiCaprio,352114312,"['Parkes/MacDonald Productions', 'Kemp Company', 'Splendid Pictures']"
104,33320,Millennium Actress,2002,7.8,"['Animation', 'Drama', 'Romance']",Satoshi Kon,Miyoko Shoji,37641,['Madhouse']
105,10775,Infernal Affairs,2002,7.8,"['Drama', 'Action', 'Thriller', 'Crime', 'Mystery']",Andrew Lau Wai-Keung,Andy Lau,8708932,['Media Asia Films']
106,10229,A Walk to Remember,2002,7.7,"['Drama', 'Romance']",Adam Shankman,Mandy Moore,47494916,"['Gaylord Films', 'Pandora Pictures', 'Di Novi Pictures', 'Warner Bros. Pictures']"
107,672,Harry Potter and the Chamber of Secrets,2002,7.7,"['Adventure', 'Fantasy']",Chris Columbus,Daniel Radcliffe,876688482,"['Warner Bros. Pictures', 'Heyday Films', '1492 Pictures']"
108,9023,Spirit: Stallion of the Cimarron,2002,7.7,"['Animation', 'Adventure', 'Comedy', 'Family', 'Drama']",Kelly Asbury,Matt Damon,122563539,"['DreamWorks Animation', 'DreamWorks Pictures']"
